id,location,technology,unit_capacity,initial_units
SE_Hydro_Reservoir,SE,Hydro_Reservoir,16447.0,1
SE_Battery,SE,Battery,543.0,1
NO_Pump_Hydro_Open,NO,PHS,760.0,1
NO_Hydro_Reservoir,NO,Hydro_Reservoir,30728.0,1
ES_Hydro_Reservoir,ES,Hydro_Reservoir,10972.0,1
ES_Battery,ES,Battery,32000.0,1
ES_Pump_Hydro_Closed,ES,PHS,6866.0,1
ES_Pump_Hydro_Open,ES,PHS,2683.0,1
PT_Hydro_Reservoir,PT,Hydro_Reservoir,3766.0,1
PT_Pump_Hydro_Open,PT,PHS,3832.0,1
IT_Hydro_Reservoir,IT,Hydro_Reservoir,9576.0,1
IT_Battery,IT,Battery,142781.0,1
IT_Pump_Hydro_Closed,IT,PHS,6200.0,1
IT_Pump_Hydro_Open,IT,PHS,3254.0,1
SI_Battery,SI,Battery,65.0,1
SI_Pump_Hydro_Closed,SI,PHS,180.0,1
HU_Battery,HU,Battery,954.0,1
SK_Hydro_Reservoir,SK,Hydro_Reservoir,21.0,1
SK_Pump_Hydro_Closed,SK,PHS,650.0,1
SK_Pump_Hydro_Open,SK,PHS,276.0,1
LT_Battery,LT,Battery,3658.0,1
LT_Pump_Hydro_Closed,LT,PHS,930.0,1
FI_Hydro_Reservoir,FI,Hydro_Reservoir,3237.0,1
FI_Battery,FI,Battery,5887.0,1
HR_Hydro_Reservoir,HR,Hydro_Reservoir,1941.0,1
HR_Battery,HR,Battery,365.0,1
HR_Pump_Hydro_Open,HR,PHS,281.0,1
GR_Hydro_Reservoir,GR,Hydro_Reservoir,2744.0,1
GR_Battery,GR,Battery,33048.0,1
GR_Pump_Hydro_Closed,GR,PHS,680.0,1
GR_Pump_Hydro_Open,GR,PHS,699.0,1
BG_Hydro_Reservoir,BG,Hydro_Reservoir,1281.0,1
BG_Pump_Hydro_Closed,BG,PHS,864.0,1
BG_Pump_Hydro_Open,BG,PHS,535.0,1
RO_Hydro_Reservoir,RO,Hydro_Reservoir,2579.0,1
RO_Battery,RO,Battery,1346.0,1
RO_Pump_Hydro_Open,RO,PHS,839.0,1
CY_Battery,CY,Battery,3076.0,1
DK_Battery,DK,Battery,1850.0,1
BG_Battery,BG,Battery,4923.0,1
FR_Battery,FR,Battery,24461.0,1
LV_Battery,LV,Battery,149.0,1
PT_Battery,PT,Battery,3294.0,1
SK_Battery,SK,Battery,2462.0,1
