timestep,Load_demand,Solar_avail,Hydro1_inflow,Hydro2_inflow,Hydro3_inflow
366,0.47302,0.00000,0.54147,0.44857,0.43424
367,0.44928,0.00000,0.54147,0.44857,0.43424
368,0.44119,0.06245,0.54147,0.44857,0.43424
369,0.44928,0.12064,0.54147,0.44857,0.43424
370,0.47302,0.17061,0.54147,0.44857,0.43424
371,0.51077,0.20896,0.54147,0.44857,0.43424
372,0.55997,0.23306,0.54147,0.44857,0.43424
373,0.61727,0.24129,0.54147,0.44857,0.43424
374,0.67875,0.23306,0.54147,0.44857,0.43424
375,0.74024,0.20896,0.54147,0.44857,0.43424
376,0.79753,0.17061,0.54147,0.44857,0.43424
377,0.84674,0.12064,0.54147,0.44857,0.43424
378,0.88449,0.06245,0.54147,0.44857,0.43424
379,0.90822,0.00000,0.54147,0.44857,0.43424
380,0.91632,0.00000,0.54147,0.44857,0.43424
381,0.90822,0.00000,0.54147,0.44857,0.43424
382,0.88449,0.00000,0.54147,0.44857,0.43424
383,0.84674,0.00000,0.54147,0.44857,0.43424
384,0.79753,0.00000,0.54147,0.44857,0.43424
385,0.73147,0.00000,0.55784,0.45156,0.43465
386,0.67072,0.00000,0.55784,0.45156,0.43465
387,0.60996,0.00000,0.55784,0.45156,0.43465
388,0.55334,0.00000,0.55784,0.45156,0.43465
389,0.50472,0.00000,0.55784,0.45156,0.43465
390,0.46742,0.00000,0.55784,0.45156,0.43465
391,0.44396,0.00000,0.55784,0.45156,0.43465
392,0.43597,0.06682,0.55784,0.45156,0.43465
393,0.44396,0.12908,0.55784,0.45156,0.43465
394,0.46742,0.18255,0.55784,0.45156,0.43465
395,0.50472,0.22358,0.55784,0.45156,0.43465
396,0.55334,0.24937,0.55784,0.45156,0.43465
397,0.60996,0.25816,0.55784,0.45156,0.43465
398,0.67072,0.24937,0.55784,0.45156,0.43465
399,0.73147,0.22358,0.55784,0.45156,0.43465
400,0.78809,0.18255,0.55784,0.45156,0.43465
401,0.83671,0.12908,0.55784,0.45156,0.43465
402,0.87402,0.06682,0.55784,0.45156,0.43465
403,0.89747,0.00000,0.55784,0.45156,0.43465
404,0.90547,0.00000,0.55784,0.45156,0.43465
405,0.89747,0.00000,0.55784,0.45156,0.43465
406,0.87402,0.00000,0.55784,0.45156,0.43465
407,0.83671,0.00000,0.55784,0.45156,0.43465
408,0.78809,0.00000,0.55784,0.45156,0.43465
409,0.72228,0.00000,0.57604,0.45507,0.43514
410,0.66229,0.00000,0.57604,0.45507,0.43514
411,0.60230,0.00000,0.57604,0.45507,0.43514
412,0.54639,0.00000,0.57604,0.45507,0.43514
413,0.49838,0.00000,0.57604,0.45507,0.43514
414,0.46154,0.00000,0.57604,0.45507,0.43514
415,0.43839,0.00000,0.57604,0.45507,0.43514
416,0.43049,0.07140,0.57604,0.45507,0.43514
417,0.43839,0.13793,0.57604,0.45507,0.43514
418,0.46154,0.19506,0.57604,0.45507,0.43514
419,0.49838,0.23890,0.57604,0.45507,0.43514
420,0.54639,0.26646,0.57604,0.45507,0.43514
421,0.60230,0.27586,0.57604,0.45507,0.43514
422,0.66229,0.26646,0.57604,0.45507,0.43514
423,0.72228,0.23890,0.57604,0.45507,0.43514
424,0.77819,0.19506,0.57604,0.45507,0.43514
425,0.82620,0.13793,0.57604,0.45507,0.43514
426,0.86304,0.07140,0.57604,0.45507,0.43514
427,0.88619,0.00000,0.57604,0.45507,0.43514
428,0.89409,0.00000,0.57604,0.45507,0.43514
429,0.88619,0.00000,0.57604,0.45507,0.43514
430,0.86304,0.00000,0.57604,0.45507,0.43514
431,0.82620,0.00000,0.57604,0.45507,0.43514
432,0.77819,0.00000,0.57604,0.45507,0.43514
433,0.71270,0.00000,0.59611,0.45918,0.43571
434,0.65350,0.00000,0.59611,0.45918,0.43571
435,0.59430,0.00000,0.59611,0.45918,0.43571
436,0.53914,0.00000,0.59611,0.45918,0.43571
437,0.49177,0.00000,0.59611,0.45918,0.43571
438,0.45542,0.00000,0.59611,0.45918,0.43571
439,0.43257,0.00000,0.59611,0.45918,0.43571
440,0.42477,0.07618,0.59611,0.45918,0.43571
441,0.43257,0.14716,0.59611,0.45918,0.43571
442,0.45542,0.20811,0.59611,0.45918,0.43571
443,0.49177,0.25489,0.59611,0.45918,0.43571
444,0.53914,0.28429,0.59611,0.45918,0.43571
445,0.59430,0.29432,0.59611,0.45918,0.43571
446,0.65350,0.28429,0.59611,0.45918,0.43571
447,0.71270,0.25489,0.59611,0.45918,0.43571
448,0.76786,0.20811,0.59611,0.45918,0.43571
449,0.81523,0.14716,0.59611,0.45918,0.43571
450,0.85158,0.07618,0.59611,0.45918,0.43571
451,0.87443,0.00000,0.59611,0.45918,0.43571
452,0.88222,0.00000,0.59611,0.45918,0.43571
453,0.87443,0.00000,0.59611,0.45918,0.43571
454,0.85158,0.00000,0.59611,0.45918,0.43571
455,0.81523,0.00000,0.59611,0.45918,0.43571
456,0.76786,0.00000,0.59611,0.45918,0.43571
457,0.70274,0.00000,0.61804,0.46400,0.43638
458,0.64437,0.00000,0.61804,0.46400,0.43638
459,0.58600,0.00000,0.61804,0.46400,0.43638
460,0.53160,0.00000,0.61804,0.46400,0.43638
461,0.48490,0.00000,0.61804,0.46400,0.43638
462,0.44905,0.00000,0.61804,0.46400,0.43638
463,0.42652,0.00000,0.61804,0.46400,0.43638
464,0.41884,0.08114,0.61804,0.46400,0.43638
465,0.42652,0.15675,0.61804,0.46400,0.43638
466,0.44905,0.22167,0.61804,0.46400,0.43638
467,0.48490,0.27149,0.61804,0.46400,0.43638
468,0.53160,0.30281,0.61804,0.46400,0.43638
469,0.58600,0.31349,0.61804,0.46400,0.43638
470,0.64437,0.30281,0.61804,0.46400,0.43638
471,0.70274,0.27149,0.61804,0.46400,0.43638
472,0.75713,0.22167,0.61804,0.46400,0.43638
473,0.80384,0.15675,0.61804,0.46400,0.43638
474,0.83968,0.08114,0.61804,0.46400,0.43638
475,0.86221,0.00000,0.61804,0.46400,0.43638
476,0.86990,0.00000,0.61804,0.46400,0.43638
477,0.86221,0.00000,0.61804,0.46400,0.43638
478,0.83968,0.00000,0.61804,0.46400,0.43638
479,0.80384,0.00000,0.61804,0.46400,0.43638
480,0.75713,0.00000,0.61804,0.46400,0.43638
481,0.69244,0.00000,0.64178,0.46962,0.43717
482,0.63492,0.00000,0.64178,0.46962,0.43717
483,0.57741,0.00000,0.64178,0.46962,0.43717
484,0.52381,0.00000,0.64178,0.46962,0.43717
485,0.47779,0.00000,0.64178,0.46962,0.43717
486,0.44247,0.00000,0.64178,0.46962,0.43717
487,0.42027,0.00000,0.64178,0.46962,0.43717
488,0.41270,0.08627,0.64178,0.46962,0.43717
489,0.42027,0.16667,0.64178,0.46962,0.43717
490,0.44247,0.23570,0.64178,0.46962,0.43717
491,0.47779,0.28868,0.64178,0.46962,0.43717
492,0.52381,0.32198,0.64178,0.46962,0.43717
493,0.57741,0.33333,0.64178,0.46962,0.43717
494,0.63492,0.32198,0.64178,0.46962,0.43717
495,0.69244,0.28868,0.64178,0.46962,0.43717
496,0.74603,0.23570,0.64178,0.46962,0.43717
497,0.79206,0.16667,0.64178,0.46962,0.43717
498,0.82737,0.08627,0.64178,0.46962,0.43717
499,0.84957,0.00000,0.64178,0.46962,0.43717
500,0.85714,0.00000,0.64178,0.46962,0.43717
501,0.84957,0.00000,0.64178,0.46962,0.43717
502,0.82737,0.00000,0.64178,0.46962,0.43717
503,0.79206,0.00000,0.64178,0.46962,0.43717
504,0.74603,0.00000,0.64178,0.46962,0.43717
505,0.68182,0.00000,0.66723,0.47615,0.43811
506,0.62518,0.00000,0.66723,0.47615,0.43811
507,0.56855,0.00000,0.66723,0.47615,0.43811
508,0.51578,0.00000,0.66723,0.47615,0.43811
509,0.47046,0.00000,0.66723,0.47615,0.43811
510,0.43568,0.00000,0.66723,0.47615,0.43811
511,0.41382,0.00000,0.66723,0.47615,0.43811
512,0.40637,0.09157,0.66723,0.47615,0.43811
513,0.41382,0.17689,0.66723,0.47615,0.43811
514,0.43568,0.25016,0.66723,0.47615,0.43811
515,0.47046,0.30638,0.66723,0.47615,0.43811
